accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR17192303	SRP350197	new	PRJNA787774	SAMN23844218	PC95	PC95	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC95_S80_R1.fastq.gz	PC95_S80_R2.fastq.gz				
SRR17192302	SRP350197	new	PRJNA787774	SAMN23844219	PC98	PC98	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC98_S157_R1.fastq.gz	PC98_S157_R2.fastq.gz				
SRR17192301	SRP350197	new	PRJNA787774	SAMN23844220	PC99	PC99	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PC99_S154_R1.fastq.gz	PC99_S154_R2.fastq.gz				
SRR17192300	SRP350197	new	PRJNA787774	SAMN23844221	PG1	PG1	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG1_S3_R1.fastq.gz	PG1_S3_R2.fastq.gz				
SRR17192299	SRP350197	new	PRJNA787774	SAMN23844222	PG10	PG10	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG10_S44_R1.fastq.gz	PG10_S44_R2.fastq.gz				
SRR17192298	SRP350197	new	PRJNA787774	SAMN23844223	PG100	PG100	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG100_S42_R1.fastq.gz	PG100_S42_R2.fastq.gz				
SRR17192297	SRP350197	new	PRJNA787774	SAMN23844224	PG101	PG101	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG101_S40_R1.fastq.gz	PG101_S40_R2.fastq.gz				
SRR17192296	SRP350197	new	PRJNA787774	SAMN23844225	PG102	PG102	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG102_S35_R1.fastq.gz	PG102_S35_R2.fastq.gz				
SRR17192294	SRP350197	new	PRJNA787774	SAMN23844226	PG103	PG103	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG103_S34_R1.fastq.gz	PG103_S34_R2.fastq.gz				
SRR17192293	SRP350197	new	PRJNA787774	SAMN23844227	PG104	PG104	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG104_S70_R1.fastq.gz	PG104_S70_R2.fastq.gz				
SRR17192292	SRP350197	new	PRJNA787774	SAMN23844228	PG108	PG108	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG108_S269_R1.fastq.gz	PG108_S269_R2.fastq.gz				
SRR17192291	SRP350197	new	PRJNA787774	SAMN23844229	PG115	PG115	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG115_S200_R1.fastq.gz	PG115_S200_R2.fastq.gz				
SRR17192290	SRP350197	new	PRJNA787774	SAMN23844230	PG121	PG121	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG121_S50_R1.fastq.gz	PG121_S50_R2.fastq.gz				
SRR17192289	SRP350197	new	PRJNA787774	SAMN23844231	PG124	PG124	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG124_S37_R1.fastq.gz	PG124_S37_R2.fastq.gz				
SRR17192288	SRP350197	new	PRJNA787774	SAMN23844232	PG128	PG128	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG128_S24_R1.fastq.gz	PG128_S24_R2.fastq.gz				
SRR17192287	SRP350197	new	PRJNA787774	SAMN23844233	PG136	PG136	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG136_S26_R1.fastq.gz	PG136_S26_R2.fastq.gz				
SRR17192286	SRP350197	new	PRJNA787774	SAMN23844234	PG137	PG137	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG137_S205_R1.fastq.gz	PG137_S205_R2.fastq.gz				
SRR17192285	SRP350197	new	PRJNA787774	SAMN23844235	PG145	PG145	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG145-redeposit_S10_R1.fastq.gz	PG145-redeposit_S10_R2.fastq.gz				
SRR17192283	SRP350197	new	PRJNA787774	SAMN23844236	PG147	PG147	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG147_S112_R1.fastq.gz	PG147_S112_R2.fastq.gz				
SRR17192282	SRP350197	new	PRJNA787774	SAMN23844237	PG166	PG166	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG166_S136_R1.fastq.gz	PG166_S136_R2.fastq.gz				
SRR17192281	SRP350197	new	PRJNA787774	SAMN23844238	PG178	PG178	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG178_S2_R1.fastq.gz	PG178_S2_R2.fastq.gz				
SRR17192280	SRP350197	new	PRJNA787774	SAMN23844239	PG179	PG179	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG179_S3_R1.fastq.gz	PG179_S3_R2.fastq.gz				
SRR17192279	SRP350197	new	PRJNA787774	SAMN23844240	PG181	PG181	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG181_S4_R1.fastq.gz	PG181_S4_R2.fastq.gz				
SRR17192278	SRP350197	new	PRJNA787774	SAMN23844241	PG189	PG189	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG189_S5_R1.fastq.gz	PG189_S5_R2.fastq.gz				
SRR17192277	SRP350197	new	PRJNA787774	SAMN23844242	PG195	PG195	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG195_S6_R1.fastq.gz	PG195_S6_R2.fastq.gz				
SRR17192276	SRP350197	new	PRJNA787774	SAMN23844243	PG199	PG199	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG199_S7_R1.fastq.gz	PG199_S7_R2.fastq.gz				
SRR17192275	SRP350197	new	PRJNA787774	SAMN23844244	PG200	PG200	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG200_S8_R1.fastq.gz	PG200_S8_R2.fastq.gz				
SRR17192274	SRP350197	new	PRJNA787774	SAMN23844245	PG202	PG202	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG202_S9_R1.fastq.gz	PG202_S9_R2.fastq.gz				
SRR17192336	SRP350197	new	PRJNA787774	SAMN23844246	PG203	PG203	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG203_S10_R1.fastq.gz	PG203_S10_R2.fastq.gz				
SRR17192335	SRP350197	new	PRJNA787774	SAMN23844247	PG205	PG205	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG205_S11_R1.fastq.gz	PG205_S11_R2.fastq.gz				
SRR17192334	SRP350197	new	PRJNA787774	SAMN23844248	PG206	PG206	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG206_S12_R1.fastq.gz	PG206_S12_R2.fastq.gz				
SRR17192333	SRP350197	new	PRJNA787774	SAMN23844249	PG207	PG207	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG207_S13_R1.fastq.gz	PG207_S13_R2.fastq.gz				
SRR17192332	SRP350197	new	PRJNA787774	SAMN23844250	PG210	PG210	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG210_S14_R1.fastq.gz	PG210_S14_R2.fastq.gz				
SRR17192331	SRP350197	new	PRJNA787774	SAMN23844251	PG211	PG211	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG211_S15_R1.fastq.gz	PG211_S15_R2.fastq.gz				
SRR17192330	SRP350197	new	PRJNA787774	SAMN23844252	PG212	PG212	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG212_S16_R1.fastq.gz	PG212_S16_R2.fastq.gz				
SRR17192329	SRP350197	new	PRJNA787774	SAMN23844253	PG213	PG213	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG213_S17_R1.fastq.gz	PG213_S17_R2.fastq.gz				
SRR17192328	SRP350197	new	PRJNA787774	SAMN23844254	PG214	PG214	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG214_S18_R1.fastq.gz	PG214_S18_R2.fastq.gz				
SRR17192327	SRP350197	new	PRJNA787774	SAMN23844255	PG216	PG216	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG216_S19_R1.fastq.gz	PG216_S19_R2.fastq.gz				
SRR17192324	SRP350197	new	PRJNA787774	SAMN23844256	PG217	PG217	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG217_S20_R1.fastq.gz	PG217_S20_R2.fastq.gz				
SRR17192323	SRP350197	new	PRJNA787774	SAMN23844257	PG218	PG218	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG218_S21_R1.fastq.gz	PG218_S21_R2.fastq.gz				
SRR17192322	SRP350197	new	PRJNA787774	SAMN23844258	PG227	PG227	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG227_S3_R1.fastq.gz	PG227_S3_R2.fastq.gz				
SRR17192321	SRP350197	new	PRJNA787774	SAMN23844259	PG231	PG231	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG231_S23_R1.fastq.gz	PG231_S23_R2.fastq.gz				
SRR17192320	SRP350197	new	PRJNA787774	SAMN23844260	PG239	PG239	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG239_S37_R1.fastq.gz	PG239_S37_R2.fastq.gz				
SRR17192319	SRP350197	new	PRJNA787774	SAMN23844261	PG248	PG248	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG248_S124_R1.fastq.gz	PG248_S124_R2.fastq.gz				
SRR17192318	SRP350197	new	PRJNA787774	SAMN23844262	PG250	PG250	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG250_S3_R1.fastq.gz	PG250_S3_R2.fastq.gz				
SRR17192317	SRP350197	new	PRJNA787774	SAMN23844263	PG251	PG251	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG251_S4_R1.fastq.gz	PG251_S4_R2.fastq.gz				
SRR17192316	SRP350197	new	PRJNA787774	SAMN23844264	PG253	PG253	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG253_S5_R1.fastq.gz	PG253_S5_R2.fastq.gz				
SRR17192315	SRP350197	new	PRJNA787774	SAMN23844265	PG254	PG254	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG254_S6_R1.fastq.gz	PG254_S6_R2.fastq.gz				
SRR17192313	SRP350197	new	PRJNA787774	SAMN23844266	PG258	PG258	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG258_S124_R1.fastq.gz	PG258_S124_R2.fastq.gz				
SRR17192312	SRP350197	new	PRJNA787774	SAMN23844267	PG259	PG259	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG259_S125_R1.fastq.gz	PG259_S125_R2.fastq.gz				
SRR17192311	SRP350197	new	PRJNA787774	SAMN23844268	PG263	PG263	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG263-redeposit_S3_R1.fastq.gz	PG263-redeposit_S3_R2.fastq.gz				
SRR17192310	SRP350197	new	PRJNA787774	SAMN23844269	PG265	PG265	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG265_S127_R1.fastq.gz	PG265_S127_R2.fastq.gz				
SRR17192309	SRP350197	new	PRJNA787774	SAMN23844270	PG266	PG266	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG266_S128_R1.fastq.gz	PG266_S128_R2.fastq.gz				
SRR17192308	SRP350197	new	PRJNA787774	SAMN23844271	PG267	PG267	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG267_S129_R1.fastq.gz	PG267_S129_R2.fastq.gz				
SRR17192307	SRP350197	new	PRJNA787774	SAMN23844272	PG268	PG268	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG268_S130_R1.fastq.gz	PG268_S130_R2.fastq.gz				
SRR17192306	SRP350197	new	PRJNA787774	SAMN23844273	PG269	PG269	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG269_S131_R1.fastq.gz	PG269_S131_R2.fastq.gz				
SRR17192305	SRP350197	new	PRJNA787774	SAMN23844274	PG270	PG270	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG270_S132_R1.fastq.gz	PG270_S132_R2.fastq.gz				
SRR17192272	SRP350197	new	PRJNA787774	SAMN23844275	PG271	PG271	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG271_S133_R1.fastq.gz	PG271_S133_R2.fastq.gz				
SRR17192270	SRP350197	new	PRJNA787774	SAMN23844276	PG273	PG273	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG273_S20_R1.fastq.gz	PG273_S20_R2.fastq.gz				
SRR17192269	SRP350197	new	PRJNA787774	SAMN23844277	PG280	PG280	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG280_S155_R1.fastq.gz	PG280_S155_R2.fastq.gz				
SRR17192268	SRP350197	new	PRJNA787774	SAMN23844278	PG283	PG283	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG283_S156_R1.fastq.gz	PG283_S156_R2.fastq.gz				
SRR17192267	SRP350197	new	PRJNA787774	SAMN23844279	PG285	PG285	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG285_S154_R1.fastq.gz	PG285_S154_R2.fastq.gz				
SRR17192266	SRP350197	new	PRJNA787774	SAMN23844280	PG289	PG289	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG289_S145_R1.fastq.gz	PG289_S145_R2.fastq.gz				
SRR17192265	SRP350197	new	PRJNA787774	SAMN23844281	PG294	PG294	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG294_S21_R1.fastq.gz	PG294_S21_R2.fastq.gz				
SRR17192264	SRP350197	new	PRJNA787774	SAMN23844282	PG295	PG295	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG295_S4_R1.fastq.gz	PG295_S4_R2.fastq.gz				
SRR17192263	SRP350197	new	PRJNA787774	SAMN23844283	PG297	PG297	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG297_S17_R1.fastq.gz	PG297_S17_R2.fastq.gz				
SRR17192262	SRP350197	new	PRJNA787774	SAMN23844284	PG298	PG298	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG298_S129_R1.fastq.gz	PG298_S129_R2.fastq.gz				
SRR17192261	SRP350197	new	PRJNA787774	SAMN23844285	PG299	PG299	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG299_S9_R1.fastq.gz	PG299_S9_R2.fastq.gz				
SRR17192259	SRP350197	new	PRJNA787774	SAMN23844286	PG3	PG3	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG3-redeposit_S1_R1.fastq.gz	PG3-redeposit_S1_R2.fastq.gz				
SRR17192258	SRP350197	new	PRJNA787774	SAMN23844287	PG304	PG304	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG304_S20_R1.fastq.gz	PG304_S20_R2.fastq.gz				
SRR17192257	SRP350197	new	PRJNA787774	SAMN23844288	PG306	PG306	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG306_S18_R1.fastq.gz	PG306_S18_R2.fastq.gz				
SRR17192256	SRP350197	new	PRJNA787774	SAMN23844289	PG307	PG307	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG307_S116_R1.fastq.gz	PG307_S116_R2.fastq.gz				
SRR17192255	SRP350197	new	PRJNA787774	SAMN23844290	PG308	PG308	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG308_S120_R1.fastq.gz	PG308_S120_R2.fastq.gz				
SRR17192254	SRP350197	new	PRJNA787774	SAMN23844291	PG309	PG309	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG309_S119_R1.fastq.gz	PG309_S119_R2.fastq.gz				
SRR17192253	SRP350197	new	PRJNA787774	SAMN23844292	PG31	PG31	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG31_S122_R1.fastq.gz	PG31_S122_R2.fastq.gz				
SRR17192252	SRP350197	new	PRJNA787774	SAMN23844293	PG310	PG310	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG310_S136_R1.fastq.gz	PG310_S136_R2.fastq.gz				
SRR17192251	SRP350197	new	PRJNA787774	SAMN23844294	PG311	PG311	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG311_S125_R1.fastq.gz	PG311_S125_R2.fastq.gz				
SRR17192250	SRP350197	new	PRJNA787774	SAMN23844295	PG312	PG312	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG312_S140_R1.fastq.gz	PG312_S140_R2.fastq.gz				
SRR17192248	SRP350197	new	PRJNA787774	SAMN23844296	PG314	PG314	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG314_S141_R1.fastq.gz	PG314_S141_R2.fastq.gz				
SRR17192247	SRP350197	new	PRJNA787774	SAMN23844297	PG315	PG315	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG315_S151_R1.fastq.gz	PG315_S151_R2.fastq.gz				
SRR17192246	SRP350197	new	PRJNA787774	SAMN23844298	PG316	PG316	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG316_S144_R1.fastq.gz	PG316_S144_R2.fastq.gz				
SRR17192245	SRP350197	new	PRJNA787774	SAMN23844299	PG317	PG317	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG317_S150_R1.fastq.gz	PG317_S150_R2.fastq.gz				
SRR17192244	SRP350197	new	PRJNA787774	SAMN23844300	PG319	PG319	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG319_S121_R1.fastq.gz	PG319_S121_R2.fastq.gz				
SRR17192243	SRP350197	new	PRJNA787774	SAMN23844301	PG320	PG320	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG320_S131_R1.fastq.gz	PG320_S131_R2.fastq.gz				
SRR17192242	SRP350197	new	PRJNA787774	SAMN23844302	PG321	PG321	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG321_S117_R1.fastq.gz	PG321_S117_R2.fastq.gz				
SRR17192241	SRP350197	new	PRJNA787774	SAMN23844303	PG324	PG324	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG324_S112_R1.fastq.gz	PG324_S112_R2.fastq.gz				
SRR17192592	SRP350197	new	PRJNA787774	SAMN23844304	PG33	PG33	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG33_S193_R1.fastq.gz	PG33_S193_R2.fastq.gz				
SRR17192591	SRP350197	new	PRJNA787774	SAMN23844305	PG335	PG335	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG335_S110_R1.fastq.gz	PG335_S110_R2.fastq.gz				
SRR17192589	SRP350197	new	PRJNA787774	SAMN23844306	PG336	PG336	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG336_S113_R1.fastq.gz	PG336_S113_R2.fastq.gz				
SRR17192588	SRP350197	new	PRJNA787774	SAMN23844307	PG340	PG340	WGS of Escherichia coli	WGS	GENOMIC	unspecified	paired	ILLUMINA	NextSeq 500	We used a modified protocol from the DNA Library Prep Kit (Illumina)	fastq	PG340_S90_R1.fastq.gz	PG340_S90_R2.fastq.gz				
